chnm	casn	dsstox_substance_id	ABCB1	ABCB11	ABCC2	ABCC3	ABCG2	ACLY	ACOX1	ADK	AFP	ALPP	APOA5	BAD	BAX	BCL2	BCL2L11	BID	CASP3	CASP8	CAT	CCND1	CDKN1A	CFLAR	CYP1A1	CYP1A2	CYP24A1	CYP2B6	CYP2C19	CYP2C8	CYP2C9	CYP2E1	CYP3A4	CYP3A5	CYP3A7	CYP4A11	CYP4A22	CYP7A1	DDIT3	EGF	EGR1	EZR	FABP1	FAS	FASN	FMO3	FOXO1	FOXO3	GADD45A	GADD45B	GADD45G	GCLC	GSTA2	GSTM3	HGF	HIF1A	HMGCS2	HSPA1A	ICAM1	IGF1	IGFBP1	IL6	IL6R	JUN	KCNK1	KRT19	LDH	LIPC	LPL	MIR122	MMP1	MMP10	MMP3	MYC	NFE2L2	NFKB1	NQO1	PDK4	PEG10	PPP2R4	PTEN	SDHB	SLC10A1	SLC22A1	SLC22A6	SLCO1B1	STAT3	SULT2A1	TGFA	TGFB1	THRSP	TIMP1	TNFRSF1A	TP53	UGT1A1	UGT1A6	XBP1
825	PharmaGSID_48172	NOCAS_48172	DTXSID1048172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
826	PharmaGSID_48505	NOCAS_48505	DTXSID0048505	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	NA	1	1	1	1	0	0	1	1	0	0	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1
827	PharmaGSID_48506	588941-45-1	DTXSID5048506	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	NA	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	NA	1	1	1	1	0	0	0	0	1	0	0	NA	1	NA	1	0	1	1	1	1	0	0	1	1	1	0
828	PharmaGSID_48507	NOCAS_48507	DTXSID0048507	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	NA	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	NA	0	1	1	1	0	0	0	1	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
829	PharmaGSID_48509	NOCAS_48509	DTXSID0048509	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	NA	1	0	0	0	0	1	0	1	0	0	0	NA	1	NA	1	1	1	0	0	1	0	0	1	1	1	0
830	PharmaGSID_48510	460081-99-6	DTXSID9048510	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	NA	1	1	0	0	1	0	1	1	0	0	0	NA	1	NA	0	1	1	0	0	0	0	0	0	1	0	0
831	PharmaGSID_48511	1062243-51-9	DTXSID4048511	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	NA	1	1	1	1	1	1	1	0	1	1	1	NA	1	NA	1	1	1	0	1	1	1	1	1	1	1	1
832	PharmaGSID_48513	825643-57-0	DTXSID4048513	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	NA	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	NA	1	1	1	1	0	1	1	1	1	1	1	NA	1	NA	1	0	1	1	1	1	0	0	1	1	0	0
833	PharmaGSID_48514	NOCAS_48514	DTXSID9048514	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	NA	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	1	1	1	0	0	NA	1	NA	0	0	0	0	0	0	0	0	0	0	0	0
834	PharmaGSID_48516	NOCAS_48516	DTXSID9048516	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	1	0	0	0	NA	0	NA	0	0	0	0	0	1	0	0	0	1	0	1
835	PharmaGSID_48518	NOCAS_48518	DTXSID9048518	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	NA	1	NA	0	1	0	0	0	0	0	0	0	1	0	0
836	PharmaGSID_48519	686756-87-6	DTXSID4048519	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	NA	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	NA	0	0	0	0	1	0	1	1	0	0	1	NA	1	NA	1	1	1	0	1	0	1	1	0	1	1	0
837	PharmaGSID_48521	1191914-21-2	DTXSID8048521	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	1	0	0	0	1	0	0	0	1
838	Phenanthrene	85-01-8	DTXSID6024254	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	NA	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	NA	0	0	0	1	0	0	0	0	0	0	0	NA	0	NA	0	1	1	0	0	0	0	0	0	1	0	0
839	Phenobarbital	50-06-6	DTXSID5021122	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
840	Phenobarbital sodium	57-30-7	DTXSID0021123	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
841	Phenol	108-95-2	DTXSID5021124	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NA	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	0	0	1	0	NA	0	NA	0	1	0	0	0	0	0	0	0	0	0	1
842	Phenolphthalein	77-09-8	DTXSID0021125	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	NA	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	NA	0	1	1	0	1	0	1	1	1	1	1	NA	1	NA	1	0	1	0	0	1	0	0	0	1	1	0
843	Phenolphthalin	81-90-3	DTXSID5022439	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
844	Phenothiazine	92-84-2	DTXSID5021126	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	NA	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	NA	0	0	0	0	0	0	0	1	0	0	0	NA	0	NA	0	1	0	0	0	1	0	0	0	1	0	0
845	Phenylmercuric acetate	62-38-4	DTXSID7021150	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1
846	Phorate	298-02-2	DTXSID4032459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
847	Phosalone	2310-17-0	DTXSID1024259	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	1	0	0	0	0	0	0	0	0	0	0
848	Phosmet	732-11-6	DTXSID5024261	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	1	0	1	0
849	Picloram	2/1/1918	DTXSID1021160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
850	Picoxystrobin	117428-22-5	DTXSID9047542	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	0	1	1	0	0	0	NA	1	NA	1	1	1	1	0	1	1	1	1	1	1	0
851	Pioglitazone hydrochloride	112529-15-4	DTXSID3044203	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	NA	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	NA	1	0	1	1	0	0	1	1	1	0	1	NA	1	NA	1	0	1	1	1	1	0	1	1	1	0	0
852	Piperazine	110-85-0	DTXSID1021164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
853	Piperonyl butoxide	51-03-6	DTXSID1021166	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0
854	Piragliatin	625114-41-2	DTXSID3048520	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	NA	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	NA	0	1	1	1	1	1	1	0	1	1	0	NA	1	NA	1	1	0	1	1	1	0	1	1	0	0	1
855	Pirimicarb	23103-98-2	DTXSID1032569	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	1	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	1	0	0	0	0	1	0	0
856	Pirimiphos-methyl	29232-93-7	DTXSID0024266	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	NA	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	NA	0	0	0	1	0	0	0	1	0	0	0	NA	0	NA	0	0	1	0	0	0	0	0	1	1	1	0
857	Pirinixic acid	50892-23-4	DTXSID4020290	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	NA	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	0	1	0	1	0	0	1	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	1	0	1	0	0
858	Potassium perfluorobutanesulfonate	29420-49-3	DTXSID3037707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
859	Potassium perfluorohexanesulfonate	3871-99-6	DTXSID3037709	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	NA	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	1	0	0	1	0	0	1	1	NA	0	NA	1	0	1	0	0	0	0	0	0	1	0	0
860	Potassium perfluorooctanesulfonate	2795-39-3	DTXSID8037706	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	NA	1	0	1	1	0	0	1	0	1	0	0	NA	1	NA	1	0	1	1	1	1	0	0	1	1	1	1
861	Prallethrin	23031-36-9	DTXSID0032572	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	NA	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	NA	0	1	0	0	0	0	1	1	0	0	1	NA	1	NA	0	0	0	0	0	1	0	0	0	1	0	0
862	Pravastatin sodium	81131-70-6	DTXSID6047525	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	1	0	0	0	0	0	1
863	Prednisone	53-03-2	DTXSID4021185	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	NA	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	NA	0	NA	0	0	1	0	0	1	0	0	0	1	0	0
864	Prochloraz	67747-09-5	DTXSID4024270	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
865	Procymidone	32809-16-8	DTXSID9033923	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	NA	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	NA	0	0	0	0	0	0	1	1	0	0	0	NA	1	NA	0	0	1	0	0	0	0	0	0	1	0	0
866	Prodiamine	29091-21-2	DTXSID1034210	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	NA	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	NA	1	0	1	1	0	1	0	1	0	0	0	NA	1	NA	0	1	0	0	1	1	0	0	1	1	0	1
867	Profenofos	41198-08-7	DTXSID3032464	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	NA	0	1	0	0	0	0	1	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
868	Progesterone	57-83-0	DTXSID3022370	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	0	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	0	1	1	1	1	1	0
869	Prometon	1610-18-0	DTXSID6022341	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	1	NA	0	0	0	0	0	0	0	0	0	1	0	1
870	Prometryn	7287-19-6	DTXSID4024272	1	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1
871	Propamocarb hydrochloride	25606-41-1	DTXSID6034849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
872	Propanil	709-98-8	DTXSID8022111	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	NA	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	NA	0	0	1	1	0	0	0	1	0	0	0	NA	1	NA	0	0	0	0	0	0	0	0	0	1	0	0
873	Propargite	2312-35-8	DTXSID4024276	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	NA	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	NA	1	0	1	1	0	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	0	1	1	1	1	1	0
874	Propazine	139-40-2	DTXSID3021196	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	NA	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	0	0	0	0	0	0	1	1	0	0	0	NA	0	NA	0	0	0	0	1	0	0	0	0	1	0	0
875	Propetamphos	31218-83-4	DTXSID7032470	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	NA	0	1	0	1	0	0	1	0	0	0	1	NA	0	NA	0	0	1	0	1	1	0	0	0	1	0	1
876	Propiconazole	60207-90-1	DTXSID8024280	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	NA	1	1	1	1	0	1	1	1	0	0	0	NA	1	NA	1	1	1	1	1	1	0	1	1	1	1	0
877	Propoxur	114-26-1	DTXSID7021948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	NA	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	1	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
878	Propoxycarbazone-sodium	181274-15-7	DTXSID9034864	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
879	Propyl gallate	121-79-9	DTXSID5021201	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0
880	Propylbenzene	103-65-1	DTXSID3042219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
881	Propylparaben	94-13-3	DTXSID4022527	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	1	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	1	0	1	0	0
882	Propyzamide	23950-58-5	DTXSID2020420	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	NA	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	NA	0	1	0	1	0	0	1	1	0	0	0	NA	0	NA	1	1	1	0	0	0	0	0	0	1	0	0
883	Pymetrozine	123312-89-0	DTXSID2032637	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	1	1	0	0	1	0	0
884	Pyraclostrobin	175013-18-0	DTXSID7032638	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	NA	1	1	0	1	0	1	1	1	0	1	0	NA	1	NA	1	0	1	1	1	1	1	1	1	1	1	1
