cl_id	DTXSID	PREFERRED_NAME	DTXCID	CASRN
1062	35	DTXSID1033161	Aldicarb sulfoxide	DTXCID9013161	1646-87-3
1063	35	DTXSID9033923	Procymidone	DTXCID7013923	32809-16-8
1064	35	DTXSID6034005	Sulfamic acid	DTXCID4014005	5329-14-6
1065	35	DTXSID9034286	5-Chloro-2-methyl-3(2H)-isothiazolone	DTXCID7014286	26172-55-4
1066	35	DTXSID2034465	Clothianidin	DTXCID0014465	210880-92-5
1067	35	DTXSID9034490	Cyanamide	DTXCID7014490	420-04-2
1068	35	DTXSID7034676	Isazofos	DTXCID5014676	42509-80-8
1069	35	-	-	DTXCID8014695	-
1070	35	DTXSID9034816	Monocrotophos	DTXCID7014816	6923-22-4
1071	35	DTXSID9034818	Azamethiphos	DTXCID7014818	35575-96-3
1072	35	DTXSID6034849	Propamocarb hydrochloride	DTXCID4014849	25606-41-1
1073	35	DTXSID6034924	Sodium trichloroacetate	DTXCID4014924	650-51-1
1074	35	DTXSID2034962	Thiamethoxam	DTXCID0014962	153719-23-4
1075	35	DTXSID9035175	Kinetin	DTXCID7015175	525-79-1
1076	35	DTXSID0035748	Chloroallyl methenamine chloride	DTXCID8015748	51229-78-8
1077	35	DTXSID5037494	Deethylatrazine	DTXCID3017494	6190-65-4
1078	35	DTXSID0037495	Deisopropylatrazine	DTXCID8017495	1007-28-9
1079	35	DTXSID5037523	Diazoxon	DTXCID3017523	962-58-3
1080	35	DTXSID8037754	2,4,6-Tris(allyloxy)-1,3,5-triazine	DTXCID6017754	101-37-1
1081	35	DTXSID2038788	1,4-Cyclohexanedicarboxylic acid	DTXCID0018788	1076-97-7
1082	35	DTXSID3038808	1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane	DTXCID1018808	2554-06-5
1083	35	DTXSID7038810	Divinyltetramethyldisiloxane	DTXCID5018810	2627-95-4
1084	35	DTXSID0039223	Aldicarb	DTXCID1039	116-06-3
1085	35	DTXSID9040342	Butylene carbonate	DTXCID7020342	4437-85-8
1086	35	DTXSID2040361	Metam-sodium hydrate	DTXCID0020361	6734-80-1
1087	35	DTXSID9040710	Octamethyltrisiloxane	DTXCID7020710	107-51-7
1088	35	DTXSID2041125	Sodium iodide	DTXCID0021125	7681-82-5
1089	35	DTXSID6041210	gamma-Terpinene	DTXCID4021210	99-85-4
1090	35	DTXSID4041232	1,3,5-Triisopropylbenzene	DTXCID2021232	717-74-8
1091	35	DTXSID1041267	1-Ethoxy-2-propanol	DTXCID404283	1569-02-4
1092	35	DTXSID0041270	3,5,5-Trimethylhexyl acetate	DTXCID8021270	58430-94-7
1093	35	DTXSID9041368	5-Ethyl-5-methylhydantoin	DTXCID7021368	5394-36-5
1094	35	DTXSID1041425	(2E)-2-Hexenal	DTXCID9021425	6728-26-3
1095	35	DTXSID6041472	3,5-Dimethyl-1-hexyn-3-ol	DTXCID4021472	107-54-0
1096	35	DTXSID0041484	(3Z)-3-Hexenyl acetate	DTXCID8021484	3681-71-8
1097	35	DTXSID9041815	3,3,5-Trimethylcyclohexanol	DTXCID7021815	116-02-9
1098	35	DTXSID9041861	Diethyl phosphite	DTXCID7021861	762-04-9
1099	35	DTXSID8041909	Dysprosium(III) chloride	DTXCID6021909	10025-74-8
1100	35	DTXSID8041955	Ethyl diethanolamine	DTXCID6021955	139-87-7
1101	35	DTXSID8041957	Ethyl orthoformate	DTXCID6021957	122-51-0
1102	35	DTXSID7041962	Ethyltriethoxysilane	DTXCID5021962	78-07-9
1103	35	DTXSID0041981	Fluoroacetic acid	DTXCID8021981	144-49-0
1104	35	DTXSID2042191	N,N'-Dimethylthiourea	DTXCID0022191	534-13-4
1105	35	DTXSID0042379	Dimethoxydimethylsilane	DTXCID8022379	1112-39-6
1106	35	DTXSID9042382	Tetrapropyl orthosilicate	DTXCID7022382	682-01-9
1107	35	DTXSID0042406	Sodium methyl sulfate	DTXCID8022406	512-42-5
1108	35	DTXSID8042426	Sulfosuccinic acid	DTXCID6022426	5138-18-1
1109	35	DTXSID6042490	Triethoxymethylsilane	DTXCID4022490	2031-67-6
1110	35	DTXSID6042494	Trimethoxypropylsilane	DTXCID4022494	1067-25-0
1111	35	DTXSID7044390	N-Methylhydrazinecarbothioamide	DTXCID5024390	6610-29-3
1112	35	DTXSID5044570	1,2-Ethanediamine dihydriodide	DTXCID3024570	5700-49-2
1113	35	DTXSID5044572	6:2 Fluorotelomer alcohol	DTXCID3024572	647-42-7
1114	35	DTXSID1044643	Glycidyl trimethylammonium chloride	DTXCID9024643	3033-77-0
1115	35	DTXSID5044784	1,3-Butyleneglycol dimethacrylate	DTXCID3024784	1189-08-8
1116	35	DTXSID9044823	Sodium methacrylate	DTXCID7024823	5536-61-8
1117	35	DTXSID7044928	Isopropyl triethanolamine titanate	DTXCID5024928	36673-16-2
1118	35	DTXSID8045191	Ranitidine	DTXCID00820068	66357-35-5
1119	35	DTXSID6045400	Ronidazole	DTXCID4025400	7681-76-7
1120	35	DTXSID0047167	N-Methylacetamide	DTXCID8027167	79-16-3
1121	35	DTXSID0047456	2-Norbornene-5,6-dicarboxylic anhydride	DTXCID8027456	826-62-0
1122	35	DTXSID3047558	6:2 Fluorotelomer methacrylate	DTXCID1027558	2144-53-8
1123	35	DTXSID2047565	1H,1H,2H,2H-Perfluorooctyl iodide	DTXCID0027565	2043-57-4
1124	35	DTXSID2048167	FR900409	DTXCID2028141	138472-01-2
1125	35	DTXSID9048198	4-Propylcyclohexanone	DTXCID4028173	40649-36-3
1126	35	DTXSID0021206	1,2-Propylene glycol	DTXCID901206	57-55-6
1127	35	DTXSID4020242	Captafol	DTXCID60242	2425-06-1
1128	35	DTXSID3047346	SSR162369	DTXCID1027346	NOCAS_47346
1129	35	DTXSID0047379	SSR126768	DTXCID8027379	NOCAS_47379
1130	35	DTXSID1048172	PharmaGSID_48172	DTXCID7028146	NOCAS_48172
1131	35	DTXSID4048511	PharmaGSID_48511	DTXCID7028485	1062243-51-9
1132	36	DTXSID3020209	Butylparaben	DTXCID90209	94-26-8
1133	36	DTXSID8021804	Benzocaine	DTXCID301804	94-09-7
1134	36	DTXSID4022523	Heptylparaben	DTXCID002523	1085-12-7
1135	36	DTXSID4022525	2-Ethylhexylparaben	DTXCID802525	5153-25-3
1136	36	DTXSID9022526	Benzylparaben	DTXCID202526	94-18-8
1137	36	DTXSID4022527	Propylparaben	DTXCID602527	94-13-3
1138	36	DTXSID9022528	Ethylparaben	DTXCID002528	120-47-8
1139	36	DTXSID9026974	2,4-Di-tert-pentylphenol	DTXCID106974	120-95-6
1140	36	DTXSID1027633	Irganox 1010	DTXCID007633	6683-19-8
1141	36	DTXSID3029154	Cyclopentanone	DTXCID209154	120-92-3
1142	36	DTXSID2029325	Methyl dihydrojasmonate	DTXCID109325	24851-98-7
1143	36	DTXSID2029612	Limonene	DTXCID209612	138-86-3
1144	36	DTXSID8032544	Dipropyl 2,5-pyridinedicarboxylate	DTXCID6012544	136-45-8
1145	36	DTXSID5034981	Tributyltin benzoate	DTXCID3014981	4342-36-3
1146	36	DTXSID3038696	Ethyl benzoate	DTXCID1018696	93-89-0
1147	36	DTXSID8040694	Butyl benzoate	DTXCID6020694	136-60-7
1148	36	DTXSID1044435	Procaine hydrochloride	DTXCID9024435	51-05-8
1149	36	DTXSID8047185	Isopentyl benzoate	DTXCID6027185	94-46-2
1150	36	DTXSID5047538	Pentane-1,5-diyl dibenzoate	DTXCID3027538	6624-73-3
1151	36	DTXSID0047539	Hexane-1,6-diyl dibenzoate	DTXCID8027539	22915-73-7
1152	36	DTXSID9047590	2-Phenylethyl benzoate	DTXCID7027590	94-47-3
1153	36	DTXSID0047957	Octylparaben	DTXCID0027933	1219-38-1
1154	36	DTXSID5048211	Ethyl 4-methylbenzoate	DTXCID3028186	94-08-6
1155	37	DTXSID8020381	Deltamethrin	DTXCID20381	52918-63-5
1156	37	DTXSID1023998	Cypermethrin	DTXCID003998	52315-07-8
1157	37	DTXSID7032559	?-Cyhalothrin	DTXCID00196593	91465-08-6
1158	37	DTXSID5035957	Cyfluthrin	DTXCID6028078	68359-37-5
1159	38	DTXSID4020822	Methotrexate	DTXCID80822	59-05-2
1160	38	DTXSID0022519	Folic acid	DTXCID102519	59-30-3
1161	38	DTXSID3022588	4-Aminofolic acid	DTXCID802588	54-62-6
1162	39	DTXSID2032550	Fenpyroximate (Z,E)	DTXCID0065307	111812-58-9
1163	40	DTXSID7021239	all-trans-Retinoic acid	DTXCID001239	302-79-4
1164	40	DTXSID6021240	Retinol acetate	DTXCID701240	127-47-9
1165	40	DTXSID3023556	Retinol	DTXCID203556	68-26-8
1166	40	DTXSID9025453	3-Methylbutyl acetate	DTXCID005453	123-92-2
1167	41	DTXSID5021097	Oxytetracycline hydrochloride	DTXCID601097	2058-46-0
1168	41	DTXSID4023412	Oxytetracycline dihydrate	DTXCID203412	6153-64-6
1169	41	DTXSID7023645	Tetracycline	DTXCID703645	60-54-8
1170	41	DTXSID1034260	Oxytetracycline	DTXCID9014260	79-57-2
1171	41	DTXSID7048166	PharmaGSID_48166	DTXCID7028140	NOCAS_48166
1172	42	DTXSID5020154	Clorophene	DTXCID30154	120-32-1
1173	42	DTXSID8020915	1-Naphthaleneacetic acid	DTXCID60915	86-87-3
1174	42	DTXSID5021419	l-Tryptophan	DTXCID801419	73-22-3
1175	42	DTXSID4022446	2,2'-Bisphenol F	DTXCID602446	2467-02-9
1176	42	DTXSID1022479	2-Ethylphenol	DTXCID702479	90-00-6
1177	42	DTXSID8024105	Fluorene	DTXCID604105	86-73-7
1178	42	DTXSID7024538	Anthralin	DTXCID504538	1143-38-0
1179	42	DTXSID6024888	Cyclophosphamide monohydrate	DTXCID604888	6055-19-2
1180	42	DTXSID1026118	Tetralin	DTXCID306118	119-64-2
1181	42	DTXSID3034583	Ethyl 1-naphthaleneacetate	DTXCID1014583	2122-70-5
1182	42	DTXSID3037208	Diclofenac sodium	DTXCID1017208	15307-79-6
1183	42	DTXSID3041293	2-((Dimethylamino)methyl)phenol	DTXCID8021199	120-65-0
1184	42	DTXSID8042052	Indene	DTXCID6022052	95-13-6
1185	42	DTXSID6044430	1,2-Diphenylethanone	DTXCID4024430	451-40-1
1186	42	DTXSID4047258	Enadoline	DTXCID2027258	124378-77-4
1187	42	DTXSID7047356	Ilepatril	DTXCID5027356	473289-62-2
1188	42	DTXSID9047540	3-Hydroxyfluorene	DTXCID7027540	6344-67-8
1189	42	DTXSID0048185	Apomorphine hydrochloride hydrate	DTXCID6028159	41372-20-7
1190	43	DTXSID4021185	Prednisone	DTXCID701185	53-03-2
1191	44	DTXSID0020022	Acifluorfen	DTXCID6022	50594-66-6
1192	44	DTXSID7024112	Fomesafen	DTXCID704112	72178-02-0
1193	44	DTXSID7024160	Lactofen	DTXCID404160	77501-63-4
1194	44	DTXSID7024241	Oxyfluorfen	DTXCID404241	42874-03-3
1195	44	DTXSID1041978	Flufenoxuron	DTXCID9021978	101463-69-8
1196	44	DTXSID9048514	PharmaGSID_48514	DTXCID2028488	NOCAS_48514
1197	45	DTXSID6025068	Dihexyl phthalate	DTXCID505068	84-75-3
1198	46	DTXSID2020212	2-tert-Butyl-4-methylphenol	DTXCID00212	2409-55-4
1199	46	DTXSID2020216	Butylated hydroxytoluene	DTXCID20216	128-37-0
1200	46	DTXSID6020220	tert-Butylhydroquinone	DTXCID60220	1948-33-0
1201	46	DTXSID4020870	2,2'-Methylenebis(4-methyl-6-tert-butylphenol)	DTXCID20870	119-47-1
1202	46	DTXSID2021311	2,4,6-Tris(tert-butyl)phenol	DTXCID401311	732-26-3
1203	46	DTXSID3021770	2,2',6,6'-Tetrachlorobisphenol A	DTXCID601770	79-95-8
1204	46	DTXSID7022411	4,4'-Methylenebis(2,6-di-t-butylphenol)	DTXCID702411	118-82-1
1205	46	DTXSID1027635	2,2,4-Trimethyl-1,3-pentanediol diisobutyrate	DTXCID807635	6846-50-0
1206	46	DTXSID8034580	Ethofumesate	DTXCID6014580	26225-79-6
1207	46	DTXSID7038864	2,2'-Methylenebis(ethyl-6-tert-butylphenol)	DTXCID5018864	88-24-4
1208	46	DTXSID7040788	2-tert-Butyl-4-methoxyphenol	DTXCID90215	121-00-6
1209	46	DTXSID8041248	2,5-Di-tert-butylbenzene-1,4-diol	DTXCID6021248	88-58-4
1210	46	DTXSID8041379	2,6-Di-tert-butyl-4-methoxyphenol	DTXCID6021379	489-01-0
1211	46	DTXSID4044581	2-tert-Butyl-4-ethylphenol	DTXCID2024581	96-70-8
1212	46	DTXSID0047246	Darbufelone mesylate	DTXCID8027246	139340-56-0
1213	47	DTXSID6034186	Spironolactone	DTXCID4014186	52-01-7
1214	47	DTXSID6043915	Hydroxyprogesterone caproate	DTXCID4023915	630-56-8
1215	48	DTXSID9032379	Dithiopyr	DTXCID7012379	97886-45-8
1216	48	DTXSID1032488	Thiazopyr	DTXCID9012488	117718-60-2
1217	49	DTXSID2020268	Chlorendic acid	DTXCID80268	115-28-6
1218	49	DTXSID1020560	Endosulfan	DTXCID70560	115-29-7
1219	49	DTXSID2026943	Pentaerythritol	DTXCID806943	115-77-5
1220	49	DTXSID9037539	Endosulfan I	DTXCID7017539	959-98-8
1221	49	DTXSID3037541	Endosulfan sulfate	DTXCID1017541	1031-07-8
1222	50	DTXSID6020224	4-Butyrolactone	DTXCID80224	96-48-0
1223	50	DTXSID0020606	Bis(2-ethylhexyl)hexanedioate	DTXCID40606	103-23-1
1224	50	DTXSID2021866	Dibutyl adipate	DTXCID901866	105-99-7
1225	50	DTXSID3021980	Ethyl hexanoate	DTXCID301980	123-66-0
1226	50	DTXSID8026698	4,4'-Dithiodimorpholine	DTXCID706698	103-34-4
1227	50	DTXSID4026842	Methyl decanoate	DTXCID206842	110-42-9
1228	50	DTXSID6027397	Sorbitan, mono-(9Z)-9-octadecenoate	DTXCID807397	1338-43-8
1229	50	DTXSID0027721	4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline	DTXCID107721	10081-67-1
1230	50	DTXSID9029302	2-Propyl-1-heptanol	DTXCID309302	10042-59-8
1231	50	DTXSID9036690	Diisobutyl adipate	DTXCID7016690	141-04-8
1232	50	DTXSID1040112	Ethyl heptanoate	DTXCID9020112	106-30-9
1233	50	DTXSID5041275	1-Monolaurin	DTXCID3021275	142-18-7
1234	50	DTXSID4041604	Pentyl butyrate	DTXCID2021604	540-18-1
1235	50	DTXSID1041847	Dibutyl decanedioate	DTXCID9021847	109-43-3
1236	50	DTXSID0042038	Heptyl butanoate	DTXCID8022038	5870-93-9
1237	50	DTXSID3042059	Isopentyl butyrate	DTXCID1022059	106-27-4
1238	50	DTXSID0042454	Tetradecanoic acid, 2,3-dihydroxypropyl ester	DTXCID1022005	589-68-4
1239	50	DTXSID5044815	Dibutyl nonanedioate	DTXCID3024815	2917-73-9
1240	50	DTXSID4044828	Ethyl undec-10-enoate	DTXCID2024828	692-86-4
1241	50	DTXSID9047178	2-Ethylhexyl octadecanoate	DTXCID7027178	22047-49-0
1242	50	DTXSID10274033	Octadecanoic acid, 12-(acetyloxy)-, 2,3-bis(acetyloxy)propyl ester	DTXCID1027394	330198-91-9
1243	50	DTXSID1047528	Benzyloctyl adipate	DTXCID9027528	58394-64-2
1244	50	DTXSID0047535	Butyryl trihexyl citrate	DTXCID8027535	82469-79-2
1245	50	DTXSID0047537	Dioctyl sebacate	DTXCID8027537	2432-87-3
1246	51	DTXSID10858817	FK 317	DTXCID40210267	102409-92-7
1247	52	DTXSID0020105	Sodium L-ascorbate	DTXCID60105	134-03-2
1248	52	DTXSID5020106	L-Ascorbic acid	DTXCID90106	50-81-7
1249	52	DTXSID5020570	Sodium erythorbate (1:1)	DTXCID90570	6381-77-7
1250	52	DTXSID3041611	Ascorbyl palmitate	DTXCID1021611	137-66-6
1251	52	DTXSID7026029	Sodium dehydroacetate	DTXCID806029	4418-26-2
1252	53	DTXSID4020458	Chlorpyrifos	DTXCID80458	2921-88-2
1253	53	DTXSID6032352	Chlorpyrifos-methyl	DTXCID4012352	5598-13-0
1254	53	DTXSID0032497	Triclopyr	DTXCID8012497	55335-06-3
1255	53	DTXSID5032579	Triclopyr butotyl	DTXCID3012579	64700-56-7
1256	53	DTXSID1038666	Chlorpyrifos oxon	DTXCID9018666	5598-15-2
1257	54	DTXSID5020366	Cyproterone acetate	DTXCID30366	427-51-0
1258	54	DTXSID5048184	Melengestrol acetate	DTXCID1028158	2919-66-6
1259	55	DTXSID5020283	4-Chloro-1,2-diaminobenzene	DTXCID70283	95-83-0
1260	55	DTXSID1020439	2,4-Dichlorophenol	DTXCID70439	120-83-2
1261	55	DTXSID0020440	Dichlorprop	DTXCID20440	120-36-5
1262	55	DTXSID7020970	Nitrofen	DTXCID30970	1836-75-5
1263	55	DTXSID7021815	3,4-Dichloroaniline	DTXCID001815	95-76-1
1264	55	DTXSID6021824	Dichlorophen	DTXCID901824	97-23-4
1265	55	DTXSID0021965	1,2,4-Trichlorobenzene	DTXCID701965	120-82-1
1266	55	DTXSID0022353	2-Chloro-4-phenylphenol	DTXCID502353	92-04-6
1267	55	DTXSID8024151	Imazalil	DTXCID504151	35554-44-0
1268	55	DTXSID9024194	Mecoprop	DTXCID904194	93-65-2
1269	55	DTXSID1024259	Phosalone	DTXCID904259	2310-17-0
1270	55	DTXSID8026193	1,2,3-Trichlorobenzene	DTXCID706193	87-61-6
1271	55	DTXSID8027454	N,N-Dimethylacetoacetamide	DTXCID607454	2044-64-6
1272	55	DTXSID3032464	Profenofos	DTXCID1012464	41198-08-7
1273	55	DTXSID5032498	Triclosan	DTXCID3012498	3380-34-5
1274	55	DTXSID2032500	Triflumizole	DTXCID0012500	68694-11-1
1275	55	DTXSID9034365	Butafenacil	DTXCID7014365	134605-64-4
1276	55	DTXSID8034956	Tetraconazole	DTXCID6014956	112281-77-3
1277	55	DTXSID2040363	Diniconazole	DTXCID0020363	83657-24-3
1278	55	DTXSID7047277	Elzasonan	DTXCID5027277	361343-19-3
1279	55	DTXSID6047280	CP-607366	DTXCID4027280	289716-94-5
1280	55	DTXSID6047288	UK-337312	DTXCID4027288	203942-49-8
1281	55	DTXSID5047295	UK-373911	DTXCID3027295	291305-06-1
1282	55	DTXSID0047296	Zenarestat	DTXCID8027296	112733-06-9
1283	55	DTXSID7047304	CP-100829	DTXCID5027304	135080-03-4
1284	56	DTXSID9020160	Bifenthrin	DTXCID9032402	82657-04-3
1285	56	DTXSID7022253	Resmethrin	DTXCID302253	10453-86-8
1286	56	DTXSID8022292	Permethrin	DTXCID102292	52645-53-1
1287	56	DTXSID5032577	Tefluthrin	DTXCID3012577	79538-32-2
1288	56	DTXSID6032649	Tetramethrin	DTXCID4012649	7696-12-0
1289	56	DTXSID7032688	Phenothrin	DTXCID00196513	26002-80-2
1290	57	DTXSID5047320	SB236057A	DTXCID3027320	180084-01-9
1291	58	DTXSID6034764	Nicosulfuron	DTXCID4014764	111991-09-4
1292	58	DTXSID8040222	Trifloxysulfuron-sodium	DTXCID6020222	199119-58-9
1293	59	DTXSID9020582	Ethoxyquin	DTXCID70582	91-53-2
1294	59	DTXSID9020740	Indomethacin	DTXCID50740	53-86-1
1295	59	DTXSID1021087	Oxazepam	DTXCID301087	604-75-1
1296	59	DTXSID1022421	Melatonin	DTXCID002421	73-31-4
1297	59	DTXSID0023296	Methylene blue	DTXCID803296	61-73-4
1298	59	DTXSID6025438	Hydroxyurea	DTXCID405438	127-07-1
1299	59	DTXSID4032580	Trifloxystrobin	DTXCID2012580	141517-21-7
1300	59	DTXSID7032638	Pyraclostrobin	DTXCID5012638	175013-18-0
1301	59	DTXSID6032641	Quinclorac	DTXCID4012641	84087-01-4
1302	59	DTXSID1032690	Indoxacarb	DTXCID9012690	173584-44-6
1303	59	DTXSID2034881	Quinoxyfen	DTXCID0014881	124495-18-7
1304	59	DTXSID7041097	PK 11195	DTXCID5021097	85532-75-8
1305	59	DTXSID4047252	Ingliforib	DTXCID2027252	186392-65-4
1306	59	DTXSID4047254	CP-457920	DTXCID2027254	220860-50-4
1307	59	DTXSID8047268	CI-959	DTXCID6027268	104795-68-8
1308	59	DTXSID2047270	Besonprodil	DTXCID0027270	253450-09-8
1309	59	DTXSID7047271	PD 0343701	DTXCID5027271	676116-04-4
1310	59	DTXSID7047279	CP-532623	DTXCID5027279	261947-38-0
1311	59	DTXSID6047284	PHA-00543613	DTXCID4027284	478149-53-0
1312	59	DTXSID1047289	UK-343664	DTXCID9027289	215297-27-1
1313	59	DTXSID0047294	CP-863187	DTXCID8027294	668981-02-0
1314	59	DTXSID1047310	Farglitazar	DTXCID9027310	196808-45-4
1315	59	DTXSID5047322	SB243213A	DTXCID3027322	200940-23-4
1316	59	DTXSID5047324	SB281832	DTXCID3027324	219790-72-4
1317	59	DTXSID4047337	PharmaGSID_47337	DTXCID2027337	1061517-62-1
1318	59	DTXSID8047347	SR271425	DTXCID6027347	155990-20-8
1319	59	DTXSID2047357	Surinabant	DTXCID0027357	288104-79-0
1320	59	DTXSID0047371	AVE5638	DTXCID8027371	725228-45-5
1321	59	DTXSID8047391	SAR102608	DTXCID6027391	1068967-96-3
1322	59	DTXSID7048168	Fabesetron hydrochloride	DTXCID7028142	129299-90-7
1323	59	DTXSID1048170	FR150011	DTXCID7028144	149413-74-1
1324	59	DTXSID6048171	FR145237	DTXCID2028145	146011-65-6
1325	59	DTXSID6048175	Difpas-pyrazole	DTXCID2028149	151506-44-4
1326	59	DTXSID1048178	FR130739	DTXCID1028152	136042-19-8
1327	59	DTXSID4048513	PharmaGSID_48513	DTXCID7028487	825643-57-0
1328	59	DTXSID4048519	PharmaGSID_48519	DTXCID1028493	686756-87-6
1329	59	DTXSID6021080	Omeprazole	DTXCID501080	73590-58-6
1330	59	DTXSID2032550	Fenpyroximate (Z,E)	DTXCID0065307	111812-58-9
1331	59	DTXSID0047248	CI-1018	DTXCID8027248	NOCAS_47248
1332	59	DTXSID5047291	CI-1044	DTXCID3027291	NOCAS_47291
1333	59	DTXSID2047305	CP-608039	DTXCID0027305	NOCAS_47305
1334	59	DTXSID5047320	SB236057A	DTXCID3027320	180084-01-9
1335	59	DTXSID0047325	SB413217A	DTXCID8027325	NOCAS_47325
1336	59	DTXSID6047311	GSK163929B	DTXCID4027311	NOCAS_47311
1337	59	DTXSID1047366	SAR115740	DTXCID9027366	NOCAS_47366
1338	59	DTXSID0047377	AVE6324	DTXCID8027377	NOCAS_47377
1339	59	DTXSID4047385	SAR377142	DTXCID2027385	NOCAS_47385
1340	59	DTXSID4047381	AVE8923	DTXCID2027381	NOCAS_47381
1341	59	DTXSID7021237	Reserpine	DTXCID201237	50-55-5
1342	59	DTXSID0048505	PharmaGSID_48505	DTXCID3028479	NOCAS_48505
1343	59	DTXSID0048507	PharmaGSID_48507	DTXCID7028481	NOCAS_48507
1344	59	DTXSID3048522	HMR1171 trifluoroacetate (1:1)	DTXCID6028496	NOCAS_48522
1345	60	DTXSID0032655	Triticonazole	DTXCID8012655	131983-72-7
1346	60	DTXSID4034497	Metconazole	DTXCID2014497	125116-23-6
1347	60	DTXSID7034674	Ipconazole	DTXCID5014674	125225-28-7
1348	61	DTXSID3024152	Imazaquin	DTXCID904152	81335-37-7
1349	61	DTXSID3024287	Imazethapyr	DTXCID004287	81335-77-5
1350	61	DTXSID3034664	Imazamox	DTXCID1014664	114311-32-9
1351	61	DTXSID8034665	Imazapyr	DTXCID6014665	81334-34-1
1352	61	DTXSID4047383	AVE3247	DTXCID2027383	NOCAS_47383
1353	62	DTXSID5048506	PharmaGSID_48506	DTXCID2028480	588941-45-1
1354	62	DTXSID3048520	Piragliatin	DTXCID6028494	625114-41-2
1355	62	DTXSID2047355	Trelanserin	DTXCID0027355	189003-92-7
1356	62	DTXSID9047334	MK-968	DTXCID7027334	NOCAS_47334
1357	62	DTXSID4047335	MK-812	DTXCID2027335	851916-42-2
1358	63	DTXSID9024986	4,4'-Dichlorodiphenyl sulfone	DTXCID004986	80-07-9
1359	63	DTXSID7029164	Sodium 1,4-diisobutyl sulfosuccinate	DTXCID509164	127-39-9
1360	63	DTXSID3032591	1-Bromo-3-chloro-5,5-dimethylhydantoin	DTXCID1012591	16079-88-2
1361	63	DTXSID3035341	1,3-Dibromo-5,5-dimethylhydantoin	DTXCID1015341	77-48-5
1362	64	DTXSID0041646	C.I. Acid Yellow 34, monosodium salt	DTXCID8021646	6359-90-6
1363	64	-	-	DTXCID4021719	-
1364	64	DTXSID5047451	Acid Yellow 11	DTXCID3027451	6359-82-6
1365	65	DTXSID8023719	Troglitazone	DTXCID603719	97322-87-7
1366	65	DTXSID7026156	Toluene-2,4-diisocyanate	DTXCID901361	584-84-9
1367	65	DTXSID9026342	2-Phenylethanol	DTXCID206342	60-12-8
1368	65	DTXSID5031131	Dipentyl phthalate	DTXCID3011131	131-18-0
1369	66	DTXSID4027525	Potassium 2-ethylhexanoate	DTXCID307525	3164-85-0
1370	66	DTXSID7027887	Bis(2-ethylhexyl) tetrabromophthalate	DTXCID507887	26040-51-7
1371	66	-	-	DTXCID7027253	-
1372	67	DTXSID9020089	Anilazine	DTXCID6089	101-05-3
1373	67	DTXSID6020141	2,3-Benzofuran	DTXCID20141	271-89-6
1374	67	DTXSID6020147	1,2,3-Benzotriazole	DTXCID00147	95-14-7
1375	67	DTXSID4020161	Biphenyl	DTXCID60161	92-52-4
1376	67	DTXSID3020257	Catechol	DTXCID30257	120-80-9
1377	67	DTXSID7020348	Coumarin	DTXCID50348	91-64-5
1378	67	DTXSID9020372	o,p'-DDD	DTXCID30372	53-19-0
1379	67	DTXSID9020409	Dibenz(a,h)anthracene	DTXCID10409	53-70-3
1380	67	DTXSID6020430	1,2-Dichlorobenzene	DTXCID00430	95-50-1
1381	67	DTXSID1020510	7,12-Dimethylbenz(a)anthracene	DTXCID70510	57-97-6
1382	67	DTXSID0020737	Indole	DTXCID40737	120-72-9
1383	67	DTXSID1020807	2-Mercaptobenzothiazole	DTXCID90807	149-30-4
1384	67	DTXSID9020877	1-Methylnaphthalene	DTXCID30877	90-12-0
1385	67	DTXSID8020913	Naphthalene	DTXCID00913	91-20-3
1386	67	DTXSID2021151	2-Phenylphenol	DTXCID201151	90-43-7
1387	67	DTXSID7021152	4-Phenylphenol	DTXCID601152	92-69-3
1388	67	DTXSID0021337	Thiabendazole	DTXCID401337	148-79-8
1389	67	DTXSID7021364	2-Methylaniline hydrochloride	DTXCID101364	636-21-5
1390	67	DTXSID5021544	2-Chlorophenol	DTXCID901544	95-57-8
1391	67	DTXSID1021792	Salicylaldehyde	DTXCID001792	90-02-8
1392	67	DTXSID6021793	1-Naphthol	DTXCID401793	90-15-3
1393	67	DTXSID1021798	Quinoline	DTXCID401798	91-22-5
1394	67	DTXSID8021808	o-Cresol	DTXCID901808	95-48-7
1395	67	DTXSID2021993	Dibenzofuran	DTXCID801993	132-64-9
1396	67	DTXSID3022320	Triphenylethylene	DTXCID402320	58-72-0
1397	67	DTXSID2022331	2-(Butan-2-yl)phenol	DTXCID102331	89-72-5
1398	67	DTXSID6022345	o,p'-DDT	DTXCID002345	789-02-6
1399	67	DTXSID4022731	Carbamazepine	DTXCID902731	298-46-4
1400	67	DTXSID5023877	2-Anisidine	DTXCID803877	90-04-0
1401	67	DTXSID0023878	Anthracene	DTXCID203878	120-12-7
1402	67	DTXSID9023881	Clofentezine	DTXCID703881	74115-24-5
1403	67	DTXSID5023900	Benomyl	DTXCID103900	17804-35-2
1404	67	DTXSID5023902	Benz(a)anthracene	DTXCID903902	56-55-3
1405	67	DTXSID0023907	Benzo(b)fluoranthene	DTXCID903907	205-99-2
1406	67	DTXSID8023977	2-Chlorotoluene	DTXCID003977	95-49-8
